Number,Prediction,Probabilities,Confidence,ActualResult
208,0,0.0022046098956619597,0.49779539010433804,0
1769,0,0.0031821387263068226,0.49681786127369315,0
3341,1,0.9920868635009598,0.49208686350095976,1
171,0,0.005162748022543737,0.49483725197745626,0
2673,0,0.00019286375764674055,0.49980713624235323,0
2820,0,0.0036216585927628334,0.4963783414072372,0
5371,0,0.010376681817414714,0.4896233181825853,0
882,0,0.0022027547545919813,0.497797245245408,0
2446,0,0.0007656185357234305,0.49923438146427657,0
6174,1,0.9990557296384718,0.4990557296384718,1
5977,1,0.9937708773417894,0.49377087734178937,1
4368,1,0.9999414198916279,0.4999414198916279,1
6914,0,0.010895541338731643,0.48910445866126834,0
4745,1,0.999774417322892,0.49977441732289196,1
7402,1,0.9966766381679963,0.49667663816799634,1
380,1,0.9812413013801348,0.48124130138013477,1
1760,0,7.63658917330875e-05,0.4999236341082669,0
1997,0,1.0955136987568501e-05,0.49998904486301243,0
1426,0,5.887212641769626e-05,0.4999411278735823,0
6751,1,0.9996467832395378,0.4996467832395378,1
1990,1,0.9866709932570442,0.4866709932570442,1
6033,1,0.9996672033357953,0.4996672033357953,1
1951,0,0.004580601023539783,0.4954193989764602,0
2613,0,7.457903594386207e-05,0.4999254209640561,0
7643,0,0.001980630136183451,0.49801936986381656,0
2609,0,0.0005469433800535367,0.4994530566199465,0
7593,0,0.0018817233945630245,0.49811827660543695,0
271,1,0.9871233246280765,0.4871233246280765,1
5673,1,0.9982897896261607,0.49828978962616066,1
7110,0,0.00012081990791242933,0.4998791800920876,0
6794,1,0.9999303418203566,0.49993034182035656,1
4159,0,0.00041600058097220386,0.4995839994190278,0
340,0,0.006518134127666293,0.4934818658723337,0
2200,0,5.825538766972519e-05,0.49994174461233026,0
2946,0,0.00017734717002375444,0.49982265282997623,0
2938,0,0.0002363499759487448,0.49976365002405126,0
4636,1,0.9998517345659224,0.49985173456592236,1
3619,0,0.0009731850711017486,0.4990268149288983,0
5817,1,0.9995873221649763,0.49958732216497626,1
162,0,0.007007371653193204,0.4929926283468068,0
1192,0,0.000984755892660574,0.49901524410733944,0
6883,1,0.9999810040616167,0.4999810040616167,1
4301,1,0.9998421561032946,0.49984215610329463,1
6064,1,0.9943018001674985,0.4943018001674985,1
3693,0,0.0015339685282388163,0.49846603147176116,0
827,0,0.03026183637417442,0.4697381636258256,0
3108,0,0.00037446130045505843,0.49962553869954496,0
6441,1,0.9996652258147901,0.4996652258147901,1
670,0,0.003992453710523801,0.4960075462894762,0
3605,1,0.9991549307112338,0.49915493071123385,1
7991,0,0.0023338306180751404,0.49766616938192487,0
320,0,0.0027858195162633057,0.49721418048373667,0
4634,0,0.0025350633607677136,0.4974649366392323,0
2849,0,0.0009818253002994266,0.49901817469970056,0
1539,0,0.00019861012961459079,0.4998013898703854,0
7072,1,0.9999574759598638,0.49995747595986384,1
4858,0,0.006404122973223763,0.49359587702677626,0
3311,0,0.00043260868518912345,0.49956739131481087,0
5778,1,0.9901301433692798,0.49013014336927985,1
5385,0,0.008405501053133061,0.49159449894686696,0
4475,1,0.9998043348998963,0.4998043348998963,1
4592,1,0.9999279064292073,0.49992790642920726,1
1436,0,0.005478815369157501,0.4945211846308425,0
2616,0,0.0005432278635031909,0.4994567721364968,0
4770,1,0.9998137203054357,0.4998137203054357,1
8034,0,0.0019987055268288,0.4980012944731712,0
3976,1,0.9995890704979494,0.49958907049794943,1
6675,1,0.9996431827767918,0.49964318277679176,1
1572,0,1.4242175188950837e-05,0.49998575782481103,0
4351,1,0.9995460489983319,0.4995460489983319,1
1819,0,0.0003867260798024931,0.4996132739201975,0
7467,0,0.00444669121397243,0.49555330878602755,0
2692,0,0.001999785513513894,0.4980002144864861,0
2848,0,0.0002931478005815987,0.4997068521994184,0
6642,1,0.99971285171815,0.49971285171815005,1
6132,1,0.9980342861846946,0.4980342861846946,1
3966,1,0.9999175970010926,0.4999175970010926,1
972,0,0.0012275228354387607,0.49877247716456125,0
7102,1,0.9999362931187319,0.4999362931187319,1
4584,1,0.9989760578328731,0.49897605783287313,1
824,0,0.0054135607806494795,0.4945864392193505,0
3810,1,0.9997054984447722,0.4997054984447722,1
3863,0,0.0004574817814441618,0.49954251821855583,0
7493,1,0.999813298849473,0.499813298849473,1
2927,0,0.0008169458713878972,0.4991830541286121,0
3884,0,0.00030864666962437677,0.4996913533303756,0
553,0,0.07214407817598269,0.4278559218240173,0
2477,0,0.0003978314214920826,0.4996021685785079,0
5295,0,0.0029528616742276297,0.49704713832577235,0
4484,1,0.9999748771982534,0.4999748771982534,1
7406,1,0.9990532969647973,0.4990532969647973,1
2395,0,0.00017336104645126614,0.49982663895354873,0
5857,1,0.9994096655491018,0.4994096655491018,1
2636,0,0.0003183786807186366,0.49968162131928134,0
3416,0,0.0014636015113510925,0.4985363984886489,0
1355,0,7.944984288243218e-05,0.49992055015711756,0
5676,1,0.9934504078746672,0.4934504078746672,1
1447,0,2.5628111051206543e-05,0.4999743718889488,0
5440,1,0.9998154757998342,0.4998154757998342,1
7444,0,0.00016064594536954307,0.4998393540546305,0
7459,0,0.00259825982552503,0.49740174017447497,0
6515,1,0.999909115984239,0.49990911598423904,1
1865,0,0.00043170548979141744,0.49956829451020857,0
891,0,0.004634407139551696,0.4953655928604483,0
6567,1,0.9994176397580383,0.4994176397580383,1
2880,0,0.0020813575981525885,0.4979186424018474,0
3328,1,0.9989960833211462,0.4989960833211462,1
808,0,0.004203583714389935,0.49579641628561005,0
191,0,0.06891205212108438,0.43108794787891563,0
1650,0,1.762577014203418e-05,0.499982374229858,0
4780,1,0.9997771304213297,0.49977713042132965,1
7946,0,0.01931307827506528,0.4806869217249347,0
3203,0,0.002431167528650026,0.49756883247135,0
635,0,0.004211874506218214,0.49578812549378176,0
5560,1,0.9939268196035003,0.49392681960350027,1
6615,1,0.9999432866465655,0.4999432866465655,1
6633,1,0.9994949028491272,0.49949490284912723,1
4060,1,0.9999732345498673,0.4999732345498673,1
4990,1,0.9998031353142565,0.49980313531425646,1
519,0,0.0008266613602115971,0.4991733386397884,0
521,0,0.010591473101114803,0.4894085268988852,0
225,0,0.008627199679041216,0.49137280032095876,0
306,0,0.008954126540189237,0.49104587345981077,0
1606,0,8.02123709074679e-05,0.4999197876290925,0
3142,0,0.0011509315582801903,0.49884906844171983,0
826,0,0.022161277921693007,0.477838722078307,0
4081,1,0.9992138271855895,0.4992138271855895,1
6481,1,0.9981911572745747,0.49819115727457475,1
2047,0,6.659126274114603e-05,0.49993340873725883,0
4999,1,0.9999688354897592,0.49996883548975923,1
3164,1,0.9997725369162798,0.49977253691627976,1
5098,0,0.014852921910200201,0.4851470780897998,0
3655,0,0.002822860309991628,0.4971771396900084,0
4332,1,0.9987842084803101,0.49878420848031013,1
7601,1,0.999986481391505,0.49998648139150503,1
7321,1,0.999922014132941,0.499922014132941,1
2674,0,0.00044383163454681825,0.4995561683654532,0
159,0,0.009295614322330946,0.49070438567766905,0
6687,1,0.9944485594502731,0.4944485594502731,1
3011,0,0.0006274044517755767,0.49937259554822444,0
4024,1,0.9985465602688394,0.49854656026883937,1
2331,0,0.0018306738775039598,0.49816932612249604,0
1004,0,0.0025965168312570355,0.49740348316874294,0
569,0,0.003550708566379246,0.49644929143362077,0
1016,0,0.01113725467122622,0.4888627453287738,0
6575,1,0.9989632267567778,0.49896322675677784,1
3051,0,0.000772967915867079,0.49922703208413294,0
3339,1,0.9994967179447695,0.49949671794476946,1
3722,0,0.0007442309173616254,0.49925576908263836,0
1657,0,3.245861672930295e-05,0.4999675413832707,0
4424,0,0.00010865252645316245,0.49989134747354685,0
4398,1,0.9999162993196458,0.49991629931964576,1
8103,0,0.004572279340364389,0.4954277206596356,0
2278,0,0.0009854162295284104,0.4990145837704716,0
7008,0,0.001128427828651447,0.49887157217134853,0
1607,0,4.332270768293434e-05,0.4999566772923171,0
5193,0,0.013451044281722892,0.4865489557182771,0
1637,1,0.9958073776274428,0.49580737762744276,1
661,0,0.008929115430545318,0.4910708845694547,0
24,0,0.02065364840495031,0.4793463515950497,0
3591,0,0.00041920255846323695,0.4995807974415368,0
1207,1,0.9935118252249467,0.49351182522494674,1
4829,1,0.9999520275959319,0.49995202759593194,1
7410,1,0.9954822215844619,0.49548222158446187,1
1431,0,0.0010098498655445633,0.4989901501344554,0
8076,0,0.004430538519132344,0.49556946148086767,0
5445,1,0.9934129495709979,0.4934129495709979,1
961,0,0.00013369322215386808,0.49986630677784616,0
640,0,0.0018020457275957594,0.49819795427240426,0
664,0,0.015861862171567195,0.4841381378284328,0
4341,0,0.0006371164246588328,0.49936288357534114,0
1151,0,0.0009466819198669123,0.4990533180801331,0
5222,1,0.981177207843072,0.48117720784307205,1
193,0,0.03603517095148389,0.4639648290485161,0
7974,0,0.005921384066082029,0.494078615933918,0
2102,0,0.0025714095415459402,0.49742859045845406,0
5036,1,0.9985374521433057,0.4985374521433057,1
2216,0,0.0001822765197078907,0.49981772348029213,0
6860,0,0.043961012632403484,0.4560389873675965,0
6570,1,0.9962805070038068,0.49628050700380677,1
6040,0,0.0002589730793419513,0.499741026920658,0
2368,0,0.0013294359894805868,0.4986705640105194,0
3801,1,0.9986500221601584,0.4986500221601584,1
2665,0,0.0005450647912456653,0.49945493520875434,0
3784,0,0.0009513678073849053,0.4990486321926151,0
2248,0,0.0001247505251486958,0.4998752494748513,0
5773,0,0.01184029496997944,0.48815970503002054,0
3075,1,0.9993669341510476,0.4993669341510476,1
1269,0,0.000630509296045586,0.4993694907039544,0
5705,1,0.9925535550975071,0.4925535550975071,1
450,0,0.0057537000646508615,0.49424629993534913,0
3527,0,0.00521154627752584,0.49478845372247415,0
7296,1,0.9959424813708502,0.4959424813708502,1
792,0,0.002164397965930557,0.49783560203406946,0
7391,0,0.01405964251558884,0.48594035748441117,0
6061,1,0.9989218187157742,0.49892181871577423,1
6698,1,0.9983014730753997,0.49830147307539974,1
2044,0,5.27283944271485e-05,0.49994727160557284,0
126,0,0.001614562519229689,0.4983854374807703,0
4995,1,0.9999247139291082,0.4999247139291082,1
3280,1,0.9990822573136737,0.4990822573136737,1
178,0,0.0013440671223472946,0.4986559328776527,0
6410,1,0.9994983576007634,0.49949835760076344,1
7871,0,0.002371411123112562,0.49762858887688743,0
2749,1,0.9964028336355977,0.4964028336355977,1
3761,0,0.0020040904812313473,0.49799590951876865,0
3005,0,0.00042238344191240524,0.4995776165580876,0
7948,1,0.9984839903325801,0.49848399033258006,1
844,0,0.0019274357881193774,0.4980725642118806,0
2326,0,0.000130964174635054,0.49986903582536496,0
3957,1,0.9996552789813374,0.49965527898133744,1
3905,1,0.9989039346129003,0.4989039346129003,1
7463,0,0.0003826363491487851,0.4996173636508512,0
1424,0,3.4155002536686655e-05,0.4999658449974633,0
7269,1,0.9999333669371445,0.4999333669371445,1
4857,1,0.9987930058820772,0.4987930058820772,1
2643,0,0.0010455456665313552,0.49895445433346863,0
7811,0,0.001520615552826769,0.4984793844471732,0
845,0,1.8039935082423437e-05,0.4999819600649176,0
2766,1,0.9998556010813427,0.49985560108134275,1
259,0,0.004130422379472562,0.4958695776205274,0
2797,1,0.9649368169036882,0.46493681690368815,1
1754,1,0.9821839848578886,0.4821839848578886,1
3760,0,0.003513077859384794,0.4964869221406152,0
943,0,2.955994565440174e-05,0.4999704400543456,0
5076,1,0.9992119943105959,0.49921199431059593,1
266,0,7.810449435831212e-05,0.4999218955056417,0
1454,0,4.538088667080934e-05,0.49995461911332917,0
401,0,0.0027471343642613884,0.4972528656357386,0
3935,1,0.9994992089663475,0.4994992089663475,1
8106,0,0.0003149632244091421,0.49968503677559084,0
437,0,0.0027802550909099537,0.49721974490909004,0
7118,1,0.9996476983257202,0.4996476983257202,1
4431,1,0.9999613359810737,0.49996133598107373,1
2367,0,0.00011054705356877398,0.4998894529464312,0
4565,1,0.9997616156835057,0.49976161568350574,1
2979,0,0.0007057741722256898,0.49929422582777433,0
7589,1,0.9998685521239785,0.4998685521239785,1
787,0,0.0008829313049196374,0.4991170686950804,0
2130,0,0.0017901646455500103,0.49820983535445,0
4760,1,0.9993106400254758,0.49931064002547576,1
405,0,0.002774094220194373,0.49722590577980563,0
4506,1,0.9997281767124554,0.4997281767124554,1
1051,0,8.355787099660877e-05,0.4999164421290034,0
1031,1,0.9850651583917017,0.4850651583917017,1
1162,0,0.0012781249263407776,0.4987218750736592,0
7230,1,0.9955763691714201,0.4955763691714201,1
4194,1,0.9929578496928115,0.49295784969281153,1
2590,0,0.0005551557131900505,0.49944484428680996,0
5665,1,0.9997474455021947,0.49974744550219474,1
3712,0,0.002904254741048792,0.4970957452589512,0
2212,0,0.0018748914806624964,0.4981251085193375,0
812,1,0.9931391149864446,0.4931391149864446,1
3315,0,0.0016681365657009646,0.498331863434299,0
5546,0,0.08268198674030995,0.41731801325969003,0
3696,0,0.0014312238438516094,0.49856877615614836,0
2285,1,0.9852659065857957,0.4852659065857957,1
3018,0,0.0022849973728630625,0.4977150026271369,0
7970,0,0.0028423172789405187,0.4971576827210595,0
1937,0,7.240727891008813e-05,0.4999275927210899,0
996,0,0.002193166044069106,0.4978068339559309,0
6977,1,0.9983850282990656,0.4983850282990656,1
6856,1,0.9999769235188998,0.4999769235188998,1
6213,1,0.9983411592382002,0.4983411592382002,1
7368,1,0.9711667088586214,0.47116670885862144,1
2594,1,0.9994037698824568,0.4994037698824568,1
5904,1,0.9979581251545724,0.4979581251545724,1
6047,1,0.9972232125298461,0.49722321252984614,1
6511,1,0.9996008251269067,0.49960082512690673,1
2578,0,0.00011680845717494167,0.49988319154282507,0
2690,0,3.262809896191263e-05,0.49996737190103807,0
512,0,0.021497593055824517,0.4785024069441755,0
4735,1,0.997533326812123,0.49753332681212303,1
5852,1,0.9998802207985348,0.4998802207985348,1
516,0,0.0009048417812162858,0.4990951582187837,0
1901,0,0.00015847026942890344,0.4998415297305711,0
970,0,2.2801128574783897e-05,0.4999771988714252,0
6368,1,0.9999287398752108,0.4999287398752108,1
3074,0,0.00020661043571503472,0.499793389564285,0
3974,1,0.9982789618090911,0.49827896180909115,1
7149,1,0.9998756821844298,0.4998756821844298,1
4667,1,0.998257652741689,0.498257652741689,1
5944,1,0.9995055073671811,0.49950550736718113,1
6398,1,0.9996951141206023,0.4996951141206023,1
6696,1,0.9927623188132252,0.4927623188132252,1
6789,1,0.9999271476433214,0.49992714764332136,1
3179,1,0.9999656568990286,0.4999656568990286,1
3726,1,0.9996899000540124,0.49968990005401237,1
3608,1,0.9985928465542775,0.4985928465542775,1
4673,0,0.009498851935290709,0.4905011480647093,0
3008,0,0.000254053652741152,0.49974594634725883,0
995,0,8.691689085885086e-05,0.4999130831091412,0
1632,0,0.00016014779421642813,0.4998398522057836,0
6217,1,0.9998259452236904,0.4998259452236904,1
570,0,0.002750992121315722,0.49724900787868426,0
6991,1,0.9959526520395164,0.49595265203951644,1
1999,0,4.141127697691055e-05,0.49995858872302307,0
6183,1,0.9998279060768404,0.49982790607684036,1
7775,1,0.9999741713557426,0.4999741713557426,1
3326,1,0.9994969323164584,0.4994969323164584,1
6612,1,0.9996991777979081,0.49969917779790807,1
4836,1,0.9987815680767109,0.4987815680767109,1
1397,0,0.0001845802923328038,0.4998154197076672,0
4160,1,0.9998603887073518,0.49986038870735183,1
5337,1,0.99974112672006,0.49974112672006,1
1131,0,2.7548712197879018e-05,0.4999724512878021,0
530,0,0.0006813796271694278,0.4993186203728306,0
1964,0,0.00017400778659562444,0.4998259922134044,0
7541,0,0.01631654207147094,0.48368345792852907,0
413,0,0.0034144852989460837,0.49658551470105394,0
4826,1,0.8828183477529061,0.38281834775290613,1
1090,0,0.004642503119849183,0.4953574968801508,0
6013,1,0.9999654307381469,0.4999654307381469,1
6990,0,0.005471431959577635,0.4945285680404224,0
3518,0,0.0009455807465242185,0.49905441925347577,0
1912,0,0.0022665839999264424,0.49773341600007354,0
4403,1,0.9994269570740638,0.4994269570740638,1
2523,0,0.0002629398474225478,0.49973706015257746,0
7257,1,0.9999746490835324,0.4999746490835324,1
5182,1,0.9996493152369706,0.49964931523697065,1
5885,1,0.9995593474681396,0.49955934746813957,1
1573,0,3.7560326026183596e-05,0.4999624396739738,0
1201,0,0.0015235370374473904,0.4984764629625526,0
2746,0,0.0009044717570463716,0.4990955282429536,0
6632,1,0.9999417305791479,0.4999417305791479,1
1722,0,1.6140500782253998e-05,0.49998385949921775,0
5951,1,0.9969268969658244,0.49692689696582437,1
2407,0,0.00026421129684493105,0.49973578870315505,0
5206,0,0.023899828096304313,0.4761001719036957,0
2417,0,0.00035572642091487576,0.49964427357908514,0
6650,1,0.9951326630547086,0.4951326630547086,1
541,0,2.4411598091534307e-05,0.4999755884019085,0
6973,1,0.999748904265484,0.499748904265484,1
7377,0,0.007857122146454835,0.49214287785354516,0
5102,1,0.9970530506072827,0.49705305060728266,1
2776,0,0.0019134143801137057,0.4980865856198863,0
8084,0,0.007967215538294142,0.49203278446170584,0
2853,0,0.0008335680952860371,0.49916643190471394,0
7592,1,0.9998392553781268,0.4998392553781268,1
2860,1,0.9886571359952019,0.4886571359952019,1
112,0,0.027633948484970732,0.47236605151502925,0
1105,0,0.00014625755737677053,0.4998537424426232,0
2611,0,0.004307946053457189,0.4956920539465428,0
4037,1,0.9997381231765864,0.4997381231765864,1
8087,1,0.999946741156534,0.49994674115653404,1
1962,0,0.000677235565060164,0.49932276443493984,0
1880,0,0.0001509489682497282,0.49984905103175026,0
333,0,0.003986861993424166,0.4960131380065758,0
857,0,0.003875475713817177,0.4961245242861828,0
5475,1,0.999734716351781,0.499734716351781,1
2193,0,0.0005714053406177055,0.4994285946593823,0
2270,0,0.0014819871651556207,0.49851801283484437,0
4031,1,0.9856232265317127,0.48562322653171275,1
3402,1,0.999750450303922,0.49975045030392196,1
7805,1,0.9862063578339734,0.48620635783397337,1
7079,0,0.0009635791067702565,0.49903642089322975,0
1672,0,0.0007851446809682348,0.49921485531903176,0
6537,1,0.9944394165004095,0.49443941650040946,1
7700,1,0.9999220169905899,0.4999220169905899,1
390,0,0.004006155342602951,0.49599384465739704,0
5642,1,0.998878075896547,0.498878075896547,1
1873,0,2.89363864496795e-05,0.4999710636135503,0
4769,1,0.9997125056822814,0.4997125056822814,1
1882,0,0.001076503581188924,0.49892349641881106,0
3885,1,0.9403947816692892,0.44039478166928925,1
6280,1,0.9999070153260989,0.49990701532609894,1
6952,0,0.00024079647564214957,0.4997592035243579,0
2040,0,0.00037917045088186924,0.49962082954911813,0
1413,0,1.6980929032573412e-05,0.4999830190709674,0
7446,0,0.0025641849786333165,0.4974358150213667,0
5880,1,0.9966265529539445,0.49662655295394453,1
4773,1,0.99990984677599,0.49990984677599004,1
3344,0,0.0037207036565439847,0.496279296343456,0
6902,1,0.9964791974836903,0.4964791974836903,1
1608,0,0.00015777925243432633,0.4998422207475657,0
4187,0,0.0010615776275184929,0.4989384223724815,0
4856,1,0.9995542731414485,0.4995542731414485,1
3898,1,0.9973874148137214,0.4973874148137214,1
4750,1,0.9998187920624356,0.4998187920624356,1
4541,1,0.9998176124681862,0.49981761246818623,1
1905,0,1.4959587164357934e-05,0.49998504041283565,0
2882,0,0.0025296207062767547,0.49747037929372323,0
5236,1,0.9770461182455363,0.47704611824553633,1
6153,1,0.9999652844606698,0.4999652844606698,1
6451,1,0.9990159297467771,0.4990159297467771,1
729,0,0.007399055087203756,0.49260094491279627,0
353,0,0.0064285399508042735,0.4935714600491957,0
4819,1,0.9990856573608429,0.49908565736084287,1
6624,1,0.9999646036212806,0.4999646036212806,1
1093,0,0.012074497822907595,0.4879255021770924,0
5701,1,0.9985529398370442,0.4985529398370442,1
6195,1,0.9998820766853372,0.49988207668533724,1
3848,0,0.0006922967260771392,0.4993077032739229,0
4340,1,0.9995806152636704,0.49958061526367037,1
4992,1,0.999924086266174,0.499924086266174,1
6879,1,0.9999892132006094,0.4999892132006094,1
6430,1,0.9999821645163618,0.4999821645163618,1
419,0,3.599048436410545e-05,0.4999640095156359,0
5755,1,0.9973467352508615,0.4973467352508615,1
1074,0,0.007663973018519833,0.49233602698148016,0
1078,0,4.429091406879666e-05,0.4999557090859312,0
2741,0,0.0002647641610169023,0.4997352358389831,0
2238,1,0.9992034727992211,0.49920347279922106,1
3090,1,0.9988497706069568,0.4988497706069568,1
2775,0,0.0001947140697548127,0.4998052859302452,0
2342,0,0.0019135363028168516,0.4980864636971831,0
5752,1,0.9751440076417955,0.47514400764179554,1
4275,1,0.9973105710630421,0.4973105710630421,1
3886,0,0.0009403183305796245,0.4990596816694204,0
2614,0,0.0012287256422507725,0.4987712743577492,0
7144,1,0.9999166615663164,0.4999166615663164,1
2827,0,0.0004744258880419337,0.4995255741119581,0
5125,1,0.9857156688442191,0.48571566884421913,1
7454,1,0.9996249797583063,0.49962497975830633,1
7119,0,0.0036052006708056084,0.4963947993291944,0
146,0,2.3698761843139968e-05,0.49997630123815684,0
7401,1,0.9599855271467703,0.4599855271467703,1
6291,1,0.9997854177423015,0.49978541774230145,1
2628,0,0.001578261391862275,0.4984217386081377,0
6644,1,0.9980952847286279,0.49809528472862785,1
3499,0,0.001766918151348184,0.49823308184865184,0
4213,1,0.999912872068133,0.49991287206813295,1
7382,1,0.9996966708382053,0.49969667083820535,1
2881,0,0.00011039220643517382,0.49988960779356484,0
5647,1,0.992373096635044,0.492373096635044,1
3907,1,0.999230942930749,0.499230942930749,1
3525,1,0.9981190006686119,0.4981190006686119,1
5276,1,0.9922353165185254,0.49223531651852537,1
5264,0,0.008990076916445308,0.4910099230835547,0
594,0,0.001992559615379355,0.49800744038462064,0
5871,1,0.9995882189340466,0.4995882189340466,1
5034,1,0.999556006329114,0.499556006329114,1
298,0,0.03452966490910341,0.4654703350908966,0
8063,0,0.004559755333889468,0.49544024466611053,0
6936,1,0.9990138128547681,0.4990138128547681,1
3909,1,0.9956927067777185,0.4956927067777185,1
4924,1,0.9997036507659035,0.4997036507659035,1
5939,0,0.0014924109858769415,0.49850758901412306,0
798,1,0.9954174583447908,0.4954174583447908,1
608,0,0.009086262797399436,0.49091373720260056,0
7251,0,0.0004220107537772066,0.4995779892462228,0
7421,1,0.994050110113716,0.494050110113716,1
5731,0,0.011578383694786849,0.48842161630521314,0
7798,1,0.9997642286976068,0.49976422869760684,1
6388,1,0.9999148122995338,0.49991481229953383,1
2799,0,0.0013919688954239925,0.498608031104576,0
2739,0,0.0010791929714195566,0.49892080702858044,0
5997,0,0.02489090817854461,0.4751090918214554,0
2782,0,0.00024128066562776143,0.4997587193343722,0
1859,0,0.00029238045981410624,0.4997076195401859,0
2519,0,0.0008664783517509328,0.4991335216482491,0
5062,1,0.9994556408848212,0.4994556408848212,1
2096,0,0.0010819454892782479,0.49891805451072174,0
8094,0,0.004461215641050971,0.49553878435894905,0
91,0,0.013423048998380933,0.4865769510016191,0
5301,1,0.9996810737153481,0.4996810737153481,1
4267,1,0.999829905537887,0.499829905537887,1
7114,1,0.99991257000975,0.49991257000975,1
5553,0,0.01188961041451765,0.48811038958548236,0
4637,1,0.9980860152388621,0.4980860152388621,1
2815,0,0.0010292508003993382,0.49897074919960066,0
969,0,3.9824445326892004e-05,0.4999601755546731,0
1936,0,0.06558333373887823,0.43441666626112174,0
5292,1,0.9998518266761174,0.4998518266761174,1
3649,1,0.9953721450733196,0.4953721450733196,1
1443,0,1.3549412160315221e-05,0.4999864505878397,0
4684,1,0.9961324294475742,0.4961324294475742,1
7157,1,0.9997895367352789,0.4997895367352789,1
7905,0,0.0001664753522460363,0.499833524647754,0
2985,0,0.0006077485785541455,0.49939225142144583,0
5490,1,0.9950343544505184,0.49503435445051835,1
833,0,0.016788341043195397,0.4832116589568046,0
2063,0,0.000883586060725799,0.4991164139392742,0
6130,1,0.9999360168149227,0.4999360168149227,1
1279,0,0.00042682992485941436,0.49957317007514057,0
80,0,7.315864555991357e-05,0.4999268413544401,0
6862,1,0.9973446446372255,0.4973446446372255,1
4877,1,0.9999275828946725,0.49992758289467254,1
2405,0,0.0018778466016065596,0.49812215339839344,0
4378,1,0.9991396704860575,0.49913967048605745,1
3782,0,0.0020086678860081787,0.4979913321139918,0
3913,1,0.9996597921520648,0.4996597921520648,1
4047,0,0.0018057645518947958,0.4981942354481052,0
6965,1,0.9999070119187728,0.49990701191877285,1
3588,0,0.0019524924666417518,0.49804750753335825,0
7965,0,0.005828744043105705,0.4941712559568943,0
7103,0,0.002445606140025025,0.49755439385997496,0
5695,0,0.0032414923303656154,0.49675850766963436,0
7477,1,0.9961081135359228,0.49610811353592277,1
2201,0,0.00011926965261528638,0.4998807303473847,0
96,0,0.01374686850256625,0.48625313149743377,0
5382,0,0.010348272523694517,0.4896517274763055,0
6838,1,0.9999146676798923,0.49991466767989234,1
8049,1,0.9999432929606784,0.4999432929606784,1
4245,1,0.9976740397004091,0.49767403970040913,1
7763,0,0.012875538059565088,0.4871244619404349,0
7030,1,0.999893139701106,0.49989313970110605,1
3571,0,0.0012880618916147194,0.49871193810838527,0
4757,1,0.9999264330385227,0.4999264330385227,1
7848,1,0.9999348256398154,0.4999348256398154,1
3059,0,0.0003312185364296405,0.49966878146357036,0
2958,0,0.00028139753099212556,0.4997186024690079,0
